9.974015,16.723698,1.6072886,0.62863576,-43.628887,67.81391,-4.7908697,15.794347,180.8826543114651
10.026619,16.90979,1.6684602,0.6441708,-43.89475,67.901474,-4.76464,15.663335,180.86541999929116
10.146085,16.85598,1.7305433,0.49128965,-43.835823,67.70891,-4.8718348,15.853662,180.9223665216942
10.114035,16.793613,1.6314378,0.7524505,-43.551376,67.91869,-4.629049,15.764634,180.72083025781367
10.045525,16.863909,1.5662538,0.63368076,-43.73794,67.62473,-4.758306,15.826833,180.7635278665784
9.909919,16.738525,1.5998648,0.602005,-43.73421,67.65493,-4.8678627,15.683535,180.60189336997175
10.006883,16.625317,1.3998791,0.6403724,-43.64288,67.67135,-4.9579744,15.63261,180.86303628654647
10.047191,16.719267,1.6837583,0.7058245,-43.896107,67.89164,-4.5882664,16.040705,180.50331556927534
9.987955,16.63858,1.5320463,0.85816944,-43.65474,67.978584,-4.6427674,15.627242,180.98795458558143
10.038509,16.688044,1.6153489,0.7887579,-43.84701,67.89266,-4.708119,15.674559,180.85875058495603
10.054636,16.644161,1.5948727,0.6579335,-43.787098,67.80906,-4.758506,15.661655,180.67036424223224
10.0644865,16.801826,1.6217431,0.58354974,-44.11982,67.789185,-4.8209467,15.707543,180.4271874135645
9.910024,16.698437,1.4486681,0.7135485,-43.780006,67.7012,-4.891904,15.751689,180.7765179306984
10.031956,16.72815,1.6689341,0.685611,-43.83858,68.06269,-4.780631,15.762319,180.81375037670145
10.175601,16.881351,1.6570908,0.7473138,-43.753036,67.979576,-4.838686,15.604273,180.87184585651858
9.991856,16.775032,1.567208,0.65333414,-43.567017,67.829704,-4.9163823,15.634496,180.83480208866678
9.969002,16.717905,1.4288018,0.75651217,-43.78766,67.83,-4.840156,15.65256,180.81892271324227
9.891822,16.643066,1.7114166,0.5273555,-43.627148,67.89217,-4.746277,15.708026,180.7683481716596
10.002598,16.856157,1.6479323,0.42952794,-43.780132,67.87656,-4.8978186,15.576838,180.84702215900282
10.043198,16.73013,1.5517467,0.7844602,-43.784634,67.86944,-4.773654,15.78613,180.65370252418856
9.962651,16.720991,1.6368084,0.6597977,-43.727722,67.68082,-4.7486305,15.520737,180.81438027791097
10.13084,16.818092,1.6900269,0.8267481,-43.65456,67.848404,-4.5843196,15.581919,180.53066120002308
10.057424,16.863808,1.6683246,0.5643249,-43.829414,67.69548,-4.9097257,15.811493,180.76942400869459
9.914745,16.702276,1.7319355,0.6416146,-43.789665,67.88,-4.6316323,15.6475935,180.7195625015111
9.988194,16.82125,1.6849208,0.63961595,-43.674168,67.82543,-4.7530265,15.701462,180.6496560028099
9.988911,16.933954,1.6016009,0.536839,-43.906925,67.64182,-4.996592,15.878772,180.6134734733667
10.108149,16.936218,1.5752268,0.75157875,-43.643738,67.666855,-4.8020053,15.759195,180.8598093065082
9.915994,16.634546,1.4796154,0.5948426,-43.586693,67.718735,-4.886107,15.677502,180.7842612395805
10.168915,16.853947,1.4939866,0.7836216,-43.59579,67.88571,-4.844977,15.785323,180.93314852094267
9.928948,16.889757,1.6766388,0.375771,-43.735115,67.88476,-4.9016423,15.758492,180.75303084540673
10.003799,16.87195,1.6008723,0.6495906,-43.70778,68.007484,-4.754267,15.815124,180.79622599601305
9.953154,16.625877,1.5920411,0.70421517,-43.711357,67.84249,-4.6005125,15.592709,180.7807697559124
10.03486,16.892208,1.5272787,0.6559936,-43.76274,68.1022,-5.006613,15.646709,180.65035586504675
9.898187,16.577364,1.5870043,0.32830325,-43.730152,67.69685,-5.020279,15.760882,180.82674964122003
10.173565,16.968452,1.5857084,0.7611743,-43.78057,67.751396,-4.8894086,15.67091,180.54855601637897
10.060253,16.936806,1.6342727,0.6187809,-43.52925,67.69655,-4.7577806,15.6158085,180.83060000841886
9.986295,16.724752,1.5337324,0.6457688,-43.626835,67.81067,-4.8982773,15.816357,180.6345723933588
10.047422,16.781298,1.4730343,0.73995733,-43.638397,67.86442,-4.953645,15.590822,180.4757073101969
9.908825,16.47059,1.3734269,0.62675446,-43.76372,67.86257,-4.980075,15.576255,180.82714482736554
10.046034,16.83723,1.5257195,0.6389532,-43.580383,67.83011,-4.845706,15.695354,180.69833679873759
10.051813,16.998566,1.7004682,0.52020675,-43.73752,67.83205,-4.8704996,15.703355,180.6955485371846
9.995342,16.680115,1.5602978,0.6470462,-43.66764,67.85929,-4.8496284,15.772748,180.89200156486262
9.960539,16.740736,1.5626355,0.59717715,-43.678738,67.87051,-4.823073,15.618546,180.8879419388918
9.93913,16.815517,1.7317966,0.52961206,-43.923107,67.4733,-4.8357806,15.655857,180.77735201786336
9.974049,16.862762,1.6020935,0.5940725,-43.726593,67.926506,-4.9413857,15.75972,180.90309952056165
9.894482,16.506933,1.3727462,0.7591651,-43.98072,67.71488,-4.9187083,15.519906,180.74904431475505
10.122323,16.70715,1.6399351,0.85243887,-43.729546,67.70003,-4.6882167,15.803205,180.6755457853265
9.953575,16.840435,1.6482462,0.35513046,-43.547108,67.63926,-4.9197307,15.731011,180.79578775116366
9.994045,16.89534,1.5748706,0.66791725,-43.561035,68.072495,-4.887387,15.720324,180.709432079357
10.061413,16.711002,1.6195557,0.72841936,-43.68359,67.81791,-4.710833,15.70739,180.68747362412037
